0.0037969,0.0056904,0.001483,0.0010209,0.00042751,0.0014449,0.0041631,0.0016503,-4.1741e-05,0.0021043,0.0046279,0.0046279,0.0036013,-0.0018929,0.0036482,0.0049223,0.0037869,0.00095974,0.0032746,-0.00049321,0.0069319
0.0037969,0.0056904,0.001483,0.0010209,0.00042751,0.0014449,0.0041631,0.0016503,-4.1741e-05,0.0021043,0.0046279,0.0046279,0.0036013,-0.0018929,0.0036482,0.0049223,0.0037869,0.00095974,0.0032746,-0.00049321,0.0069319
0.0061195,0.0053081,0.0024766,0.0021782,0.0004387,0.0012754,0.0041426,0.0018225,-8.7648e-05,0.0021845,0.0047727,0.0047727,0.0036897,-0.0020806,0.0039271,0.0051833,0.003887,0.00089748,0.0034597,-0.00054467,0.0072257
0.0038691,0.0066623,0.00074877,0.00099872,0.00064478,0.0015717,0.0044714,0.001314,-0.00016898,0.0022668,0.0049189,0.0049189,0.0037958,-0.0021173,0.0039024,0.0052288,0.0040831,0.0011675,0.00353,-0.00052722,0.0073827
0.0059336,0.0054607,0.0027887,0.0021779,0.00047736,0.0017753,0.0045908,0.0026788,0.0004029,0.0026418,0.0052728,0.0052728,0.0042,-0.0019818,0.0038012,0.0051706,0.0045175,0.0014976,0.003636,-0.00067614,0.0075382
0.004178,0.0067424,0.0016449,0.0011339,0.00075691,0.0018143,0.0052729,0.0025338,0.00026407,0.0025084,0.0055263,0.0055263,0.0044901,-0.0017395,0.0037948,0.0051864,0.0044886,0.0013972,0.0037716,-0.0003505,0.0075441
0.0063354,0.0074653,0.0035962,0.0025704,0.001023,0.0024042,0.0055114,0.0034123,0.0005773,0.0026197,0.0056292,0.0056292,0.0051333,-0.0010301,0.0038782,0.005303,0.0047929,0.001871,0.0041328,0.00016987,0.0077096
0.0072297,0.0057829,0.0020314,0.0010273,0.00068358,0.0025442,0.0056379,0.0033571,0.0015741,0.0034651,0.0058616,0.0058616,0.0056937,-0.00036411,0.0044524,0.0055347,0.0048583,0.0019326,0.0044917,0.00059557,0.0079218
0.0055075,0.0089108,0.0047249,0.0031428,0.001582,0.0026673,0.0061547,0.0041598,0.0016005,0.0037353,0.0063615,0.0063615,0.0059324,0.0004111,0.0049545,0.006156,0.005584,0.002426,0.0044206,0.00092081,0.0082993
0.0062851,0.0068533,0.0036048,0.0031926,0.0022725,0.0035337,0.0063304,0.0046729,0.0025583,0.0042502,0.0069712,0.0069712,0.0062144,0.00058413,0.0053466,0.0069162,0.0061588,0.0030509,0.0048279,0.0012034,0.0082141
